axis1,axis2,axis3,axis4,axis5
203.4452,292.4077,292.4368,323.2252,323.4374
203.4452,292.4077,292.4368,323.2252,323.4374
203.9282,292.8757,292.827,317.2452,322.9949
203.9282,292.8757,292.827,317.2452,322.9949
203.9282,292.8757,292.827,317.2452,322.9949
202.9159,292.7686,292.7106,310.7047,321.9507
202.9159,292.7686,292.7106,310.7047,321.9507
201.8755,292.5568,292.6738,305.1179,320.9896
201.8755,292.5568,292.6738,305.1179,320.9896
201.0995,292.3485,292.7483,300.4309,319.9919
201.0995,292.3485,292.7483,300.4309,319.9919
201.0995,292.3485,292.7483,300.4309,319.9919
200.6823,292.214,292.8911,296.579,318.8961
200.6823,292.214,292.8911,296.579,318.8961
200.6823,292.214,292.8911,296.579,318.8961
200.579,292.1767,293.0696,293.4577,317.675
200.579,292.1767,293.0696,293.4577,317.675
200.579,292.1767,293.0696,293.4577,317.675
202.3194,292.8887,293.4578,292.0882,316.6074
202.3194,292.8887,293.4578,292.0882,316.6074
202.3194,292.8887,293.4578,292.0882,316.6074
202.3194,292.8887,293.4578,292.0882,316.6074
204.1782,293.8044,293.7141,290.7639,314.8714
204.1782,293.8044,293.7141,290.7639,314.8714
204.1782,293.8044,293.7141,290.7639,314.8714
204.1782,293.8044,293.7141,290.7639,314.8714
205.7357,294.7454,294.0378,288.8366,312.2832
205.7357,294.7454,294.0378,288.8366,312.2832
205.7357,294.7454,294.0378,288.8366,312.2832
205.7357,294.7454,294.0378,288.8366,312.2832
205.7357,294.7454,294.0378,288.8366,312.2832
206.9428,295.641,294.4607,285.8002,308.7385
206.9428,295.641,294.4607,285.8002,308.7385
206.9428,295.641,294.4607,285.8002,308.7385
206.9428,295.641,294.4607,285.8002,308.7385
207.8931,296.4716,294.9481,281.5646,304.3479
207.8931,296.4716,294.9481,281.5646,304.3479
207.8931,296.4716,294.9481,281.5646,304.3479
207.8931,296.4716,294.9481,281.5646,304.3479
207.8931,296.4716,294.9481,281.5646,304.3479
207.6133,296.6838,295.3015,284.8683,306.6971
207.6133,296.6838,295.3015,284.8683,306.6971
207.6133,296.6838,295.3015,284.8683,306.6971
207.6133,296.6838,295.3015,284.8683,306.6971
206.9371,296.4557,295.4837,287.2525,309.06
206.9371,296.4557,295.4837,287.2525,309.06
206.9371,296.4557,295.4837,287.2525,309.06
206.1053,295.9305,295.4005,290.1797,312.3474
206.1053,295.9305,295.4005,290.1797,312.3474
206.1053,295.9305,295.4005,290.1797,312.3474
205.1709,295.2232,295.0984,294.584,316.964
205.1709,295.2232,295.0984,294.584,316.964
204.1752,294.4327,294.6633,300.6149,322.6665
204.1752,294.4327,294.6633,300.6149,322.6665
204.1752,294.4327,294.6633,300.6149,322.6665
204.7162,294.4367,294.4296,299.5702,322.3056
204.7162,294.4367,294.4296,299.5702,322.3056
205.5188,294.8456,294.4286,299.1288,321.6559
205.5188,294.8456,294.4286,299.1288,321.6559
205.5188,294.8456,294.4286,299.1288,321.6559
206.3996,295.5127,294.7584,297.8697,319.8397
206.3996,295.5127,294.7584,297.8697,319.8397
206.3996,295.5127,294.7584,297.8697,319.8397
207.3447,296.3413,295.3227,294.8237,316.4517
207.3447,296.3413,295.3227,294.8237,316.4517
208.3468,297.2593,296.0099,289.8789,311.7168
208.148,297.5042,296.4834,293.0668,313.1608
208.148,297.5042,296.4834,293.0668,313.1608
207.6944,297.3371,296.6313,296.3535,315.0981
207.6944,297.3371,296.6313,296.3535,315.0981
207.6944,297.3371,296.6313,296.3535,315.0981
207.1287,296.9069,296.4733,300.5948,317.912
207.1287,296.9069,296.4733,300.5948,317.912
207.1287,296.9069,296.4733,300.5948,317.912
206.4534,296.3345,296.1586,306.2225,321.478
206.4534,296.3345,296.1586,306.2225,321.478
205.7089,295.7281,295.8211,313.1245,325.4123
205.7089,295.7281,295.8211,313.1245,325.4123
205.54,295.5307,295.6968,310.6961,324.0406
205.54,295.5307,295.6968,310.6961,324.0406
205.6232,295.5994,295.7753,308.5648,322.5341
205.6232,295.5994,295.7753,308.5648,322.5341
205.9019,295.8609,295.9907,306.2632,320.6129
205.9019,295.8609,295.9907,306.2632,320.6129
206.3458,296.2485,296.2603,303.3216,318.136
206.3458,296.2485,296.2603,303.3216,318.136
206.8909,296.6958,296.5188,299.6666,315.1948
206.8909,296.6958,296.5188,299.6666,315.1948
206.8909,296.6958,296.5188,299.6666,315.1948
207.369,297.0395,296.5838,306.7431,317.4673
207.369,297.0395,296.5838,306.7431,317.4673
207.7119,297.2292,296.4958,313.1734,319.0196
207.7119,297.2292,296.4958,313.1734,319.0196
207.8697,297.2803,296.3834,319.5227,320.2414
207.8697,297.2803,296.3834,319.5227,320.2414
207.8697,297.2803,296.3834,319.5227,320.2414
207.8281,297.2237,296.3096,326.0708,321.3058
207.8281,297.2237,296.3096,326.0708,321.3058
207.644,297.1075,296.295,332.829,322.2914
207.0844,296.8555,296.338,328.0341,320.5736
207.0844,296.8555,296.338,328.0341,320.5736
206.5684,296.5659,296.4235,322.6891,318.8069
206.5684,296.5659,296.4235,322.6891,318.8069
206.1621,296.296,296.4635,317.25,317.2438
206.1621,296.296,296.4635,317.25,317.2438
206.1621,296.296,296.4635,317.25,317.2438
205.8676,296.0684,296.4407,311.7966,315.7265
205.8676,296.0684,296.4407,311.7966,315.7265
205.6641,295.882,296.3576,306.4601,314.0856
205.6641,295.882,296.3576,306.4601,314.0856
205.6641,295.882,296.3576,306.4601,314.0856
205.5191,295.7266,296.2108,302.4333,312.7603
205.5191,295.7266,296.2108,302.4333,312.7603
205.3959,295.5702,295.9923,298.5796,311.3228
205.3959,295.5702,295.9923,298.5796,311.3228
205.0924,295.1817,295.4368,291.2909,307.9387
205.0924,295.1817,295.4368,291.2909,307.9387
205.0924,295.1817,295.4368,291.2909,307.9387
204.8761,294.936,295.1287,287.7826,305.9972
204.8761,294.936,295.1287,287.7826,305.9972
204.5378,294.5937,294.824,294.0741,308.9988
204.5378,294.5937,294.824,294.0741,308.9988
204.0418,294.1314,294.3734,298.7285,311.3611
204.0418,294.1314,294.3734,298.7285,311.3611
203.4883,293.5853,293.8402,302.7952,313.391
203.4883,293.5853,293.8402,302.7952,313.391
202.888,292.9778,293.2711,306.9632,315.4514
202.888,292.9778,293.2711,306.9632,315.4514
202.2412,292.3316,292.7115,311.4296,317.6102
202.2412,292.3316,292.7115,311.4296,317.6102
201.5011,291.6704,292.2772,305.1054,315.0624
200.7661,291.002,291.9966,300.0468,312.8794
200.7661,291.002,291.9966,300.0468,312.8794
200.0829,290.3568,291.7859,295.6945,310.8623
198.9132,289.0187,290.6655,295.1232,309.7409
198.9212,288.9327,289.5569,302.1142,312.9041
198.9212,288.9327,289.5569,302.1142,312.9041
198.8079,288.7538,287.2866,314.9663,318.7097
198.8079,288.7538,287.2866,314.9663,318.7097
198.8079,288.7538,287.2866,314.9663,318.7097
198.5959,288.5612,286.3909,320.9313,321.5515
198.5959,288.5612,286.3909,320.9313,321.5515
198.5959,288.5612,286.3909,320.9313,321.5515
198.5959,288.5612,286.3909,320.9313,321.5515
197.7701,287.8918,285.7003,325.5481,324.1986
197.7701,287.8918,285.7003,325.5481,324.1986
197.7701,287.8918,285.7003,325.5481,324.1986
196.76,286.9452,285.4594,330.2588,327.1281
196.76,286.9452,285.4594,330.2588,327.1281
196.76,286.9452,285.4594,330.2588,327.1281
196.76,286.9452,285.4594,330.2588,327.1281
195.6046,285.799,285.5151,335.151,330.2583
195.6046,285.799,285.5151,335.151,330.2583
195.6046,285.799,285.5151,335.151,330.2583
194.3864,284.5477,285.6944,340.249,333.5645
194.3864,284.5477,285.6944,340.249,333.5645
194.3864,284.5477,285.6944,340.249,333.5645
193.1806,283.2746,285.859,345.5364,337.0667
193.1806,283.2746,285.859,345.5364,337.0667
191.1526,280.826,285.7826,358.4928,349.386
191.1526,280.826,285.7826,358.4928,349.386
190.5845,280.1533,282.7925,5.519867,2.652532
190.5845,280.1533,282.7925,5.519867,2.652532
190.5845,280.1533,282.7925,5.519867,2.652532
190.101,279.912,281.1085,10.32648,14.16564
190.101,279.912,281.1085,10.32648,14.16564
190.101,279.912,281.1085,10.32648,14.16564
190.101,279.912,281.1085,10.32648,14.16564
189.4046,279.3798,281.1257,15.086,24.42539
189.4046,279.3798,281.1257,15.086,24.42539
189.4046,279.3798,281.1257,15.086,24.42539
189.4046,279.3798,281.1257,15.086,24.42539
189.4316,279.2085,280.4758,13.30376,28.58414
189.4316,279.2085,280.4758,13.30376,28.58414
189.4316,279.2085,280.4758,13.30376,28.58414
189.4316,279.2085,280.4758,13.30376,28.58414
189.5353,279.1866,279.0639,12.64855,29.35877
189.5353,279.1866,279.0639,12.64855,29.35877
189.5353,279.1866,279.0639,12.64855,29.35877
189.4959,279.211,278.5126,11.18578,26.24235
189.3389,278.9359,277.4028,7.340244,21.78881
189.3389,278.9359,277.4028,7.340244,21.78881
189.163,278.7552,276.6744,4.336763,17.24873
189.163,278.7552,276.6744,4.336763,17.24873
189.163,278.7552,276.6744,4.336763,17.24873
188.8266,278.601,276.1462,0.8212234,12.18755
188.8266,278.601,276.1462,0.8212234,12.18755
188.8266,278.601,276.1462,0.8212234,12.18755
188.8266,278.601,276.1462,0.8212234,12.18755
188.8266,278.601,276.1462,0.8212234,12.18755
188.6302,278.5197,275.8936,356.6073,6.923758
188.6302,278.5197,275.8936,356.6073,6.923758
188.6302,278.5197,275.8936,356.6073,6.923758
188.5515,278.4873,275.8063,352.1602,1.611476
188.5515,278.4873,275.8063,352.1602,1.611476
188.5515,278.4873,275.8063,352.1602,1.611476
188.5515,278.4873,275.8063,352.1602,1.611476
188.5515,278.4873,275.8063,352.1602,1.611476
188.5501,278.4806,275.758,347.5395,356.2033
188.5501,278.4806,275.758,347.5395,356.2033
188.5501,278.4806,275.758,347.5395,356.2033
188.5501,278.4806,275.758,347.5395,356.2033
188.5887,278.5013,275.8848,342.4377,350.6346
188.5887,278.5013,275.8848,342.4377,350.6346
188.5887,278.5013,275.8848,342.4377,350.6346
188.6243,278.5332,275.8814,345.4381,352.1927
188.5506,278.5475,275.8233,349.3888,355.0117
188.5506,278.5475,275.8233,349.3888,355.0117
188.5506,278.5475,275.8233,349.3888,355.0117
188.5506,278.5475,275.8233,349.3888,355.0117
188.4202,278.5536,275.7614,354.0666,358.6834
188.4202,278.5536,275.7614,354.0666,358.6834
188.4202,278.5536,275.7614,354.0666,358.6834
188.4202,278.5536,275.7614,354.0666,358.6834
188.4202,278.5536,275.7614,354.0666,358.6834
188.3333,278.5924,275.8253,359.2359,2.862645
188.3333,278.5924,275.8253,359.2359,2.862645
188.3333,278.5924,275.8253,359.2359,2.862645
188.3333,278.5924,275.8253,359.2359,2.862645
188.3333,278.5924,275.8253,359.2359,2.862645
188.3353,278.6884,276.4712,4.5527,7.216991
188.3353,278.6884,276.4712,4.5527,7.216991
188.3353,278.6884,276.4712,4.5527,7.216991
188.3353,278.6884,276.4712,4.5527,7.216991
188.3353,278.6884,276.4712,4.5527,7.216991
188.4576,278.83,276.7589,0.008574986,3.671317
188.4576,278.83,276.7589,0.008574986,3.671317
188.4576,278.83,276.7589,0.008574986,3.671317
188.4576,278.83,276.7589,0.008574986,3.671317
188.7422,279.0106,277.5362,353.6923,358.3327
188.7422,279.0106,277.5362,353.6923,358.3327
188.7422,279.0106,277.5362,353.6923,358.3327
188.7422,279.0106,277.5362,353.6923,358.3327
189.1031,279.1967,278.4937,345.7963,351.8044
189.1031,279.1967,278.4937,345.7963,351.8044
189.1031,279.1967,278.4937,345.7963,351.8044
189.1031,279.1967,278.4937,345.7963,351.8044
189.4841,279.4057,279.5754,336.8187,344.6261
189.4841,279.4057,279.5754,336.8187,344.6261
189.4841,279.4057,279.5754,336.8187,344.6261
189.4841,279.4057,279.5754,336.8187,344.6261
189.9007,279.6512,280.8775,327.4021,337.209
189.9007,279.6512,280.8775,327.4021,337.209
189.9007,279.6512,280.8775,327.4021,337.209
189.9007,279.6512,280.8775,327.4021,337.209
189.9007,279.6512,280.8775,327.4021,337.209
190.2646,279.8605,281.9847,326.5484,336.3356
190.2646,279.8605,281.9847,326.5484,336.3356
190.2646,279.8605,281.9847,326.5484,336.3356
190.2646,279.8605,281.9847,326.5484,336.3356
190.5198,280.0446,282.753,327.3095,336.4387
190.5198,280.0446,282.753,327.3095,336.4387
190.5198,280.0446,282.753,327.3095,336.4387
190.5198,280.0446,282.753,327.3095,336.4387
190.5198,280.0446,282.753,327.3095,336.4387
190.6508,280.1798,283.288,329.1576,337.1723
190.6508,280.1798,283.288,329.1576,337.1723
190.6508,280.1798,283.288,329.1576,337.1723
190.6508,280.1798,283.288,329.1576,337.1723
190.6508,280.1798,283.288,329.1576,337.1723
190.7305,280.2944,283.8827,331.9876,338.3745
190.7305,280.2944,283.8827,331.9876,338.3745
190.7305,280.2944,283.8827,331.9876,338.3745
190.7305,280.2944,283.8827,331.9876,338.3745
190.865,280.4838,284.329,335.5957,339.6757
190.865,280.4838,284.329,335.5957,339.6757
190.865,280.4838,284.329,335.5957,339.6757
190.865,280.4838,284.329,335.5957,339.6757
190.6172,280.5102,284.3947,330.892,335.579
190.6212,280.5714,284.9365,326.209,331.5523
190.6212,280.5714,284.9365,326.209,331.5523
190.8284,280.7175,285.4767,321.3586,327.3773
190.8284,280.7175,285.4767,321.3586,327.3773
190.8284,280.7175,285.4767,321.3586,327.3773
191.0893,280.8813,286.1749,316.0914,322.9727
191.0893,280.8813,286.1749,316.0914,322.9727
191.0893,280.8813,286.1749,316.0914,322.9727
191.303,281.0187,286.7326,310.5256,318.4924
191.303,281.0187,286.7326,310.5256,318.4924
192.0975,281.6733,285.6174,307.0202,314.8911
192.0975,281.6733,285.6174,307.0202,314.8911
192.0975,281.6733,285.6174,307.0202,314.8911
193.1443,282.777,285.3345,304.9442,311.3438
193.1443,282.777,285.3345,304.9442,311.3438
194.2175,284.0278,284.6642,302.5222,307.6146
194.2175,284.0278,284.6642,302.5222,307.6146
196.0441,286.0238,284.9338,293.959,299.2628
196.0441,286.0238,284.9338,293.959,299.2628
196.791,286.7695,284.9345,287.4073,294.9469
196.791,286.7695,284.9345,287.4073,294.9469
197.5325,287.4997,285.4966,279.128,289.6993
197.5325,287.4997,285.4966,279.128,289.6993
198.2393,288.2072,286.1611,269.6551,283.903
198.2393,288.2072,286.1611,269.6551,283.903
198.9273,288.8921,286.9086,260.1482,277.8889
198.9273,288.8921,286.9086,260.1482,277.8889
199.6033,289.5549,287.7446,250.8532,271.5389
199.6033,289.5549,287.7446,250.8532,271.5389
199.6033,289.5549,287.7446,250.8532,271.5389
199.5993,289.776,287.5996,252.8188,272.3133
199.5993,289.776,287.5996,252.8188,272.3133
199.4681,289.6961,287.478,255.8811,274.4967
199.172,289.3429,287.5361,259.9638,277.9352
199.172,289.3429,287.5361,259.9638,277.9352
199.172,289.3429,287.5361,259.9638,277.9352
198.6874,288.7748,287.6391,264.9594,282.556
198.6874,288.7748,287.6391,264.9594,282.556
198.6874,288.7748,287.6391,264.9594,282.556
198.0516,288.0667,287.6866,270.7579,288.2057
198.0516,288.0667,287.6866,270.7579,288.2057
198.0516,288.0667,287.6866,270.7579,288.2057
197.7107,287.639,287.7927,276.1057,293.4634
197.7107,287.639,287.7927,276.1057,293.4634
197.7107,287.639,287.7927,276.1057,293.4634
197.5078,287.4267,287.846,280.7765,297.6445
197.5078,287.4267,287.846,280.7765,297.6445
197.5059,287.4345,287.8825,285.2222,300.9259
197.5059,287.4345,287.8825,285.2222,300.9259
197.5059,287.4345,287.8825,285.2222,300.9259
197.6828,287.6269,287.9332,289.6864,303.3902
197.9949,287.9589,288.0505,294.2003,304.9837
197.9949,287.9589,288.0505,294.2003,304.9837
197.9207,287.9738,288.2502,298.7782,306.9269
197.9207,287.9738,288.2502,298.7782,306.9269
197.9207,287.9738,288.2502,298.7782,306.9269
197.7308,287.7876,288.4497,304.0674,309.6903
197.7308,287.7876,288.4497,304.0674,309.6903
197.7308,287.7876,288.4497,304.0674,309.6903
197.4417,287.4685,288.614,309.7821,313.1879
197.4417,287.4685,288.614,309.7821,313.1879
197.4417,287.4685,288.614,309.7821,313.1879
197.1103,287.1049,288.7167,315.674,317.4266
197.1103,287.1049,288.7167,315.674,317.4266
196.7858,286.7624,288.7255,321.5465,322.4006
196.7858,286.7624,288.7255,321.5465,322.4006
196.7858,286.7624,288.7255,321.5465,322.4006
196.7434,286.6726,288.704,328.022,327.9517
196.7434,286.6726,288.704,328.022,327.9517
196.9945,286.9488,288.4612,339.2905,339.2354
196.9945,286.9488,288.4612,339.2905,339.2354
197.2529,287.2198,288.3893,344.2386,344.7474
197.2529,287.2198,288.3893,344.2386,344.7474
197.5441,287.5186,288.4041,348.8674,350.1425
197.5441,287.5186,288.4041,348.8674,350.1425
197.5441,287.5186,288.4041,348.8674,350.1425
198.2247,288.1396,288.5354,347.2081,353.681
198.2247,288.1396,288.5354,347.2081,353.681
198.9568,288.8554,288.6871,345.7853,357.377
198.9568,288.8554,288.6871,345.7853,357.377
198.9568,288.8554,288.6871,345.7853,357.377
198.9568,288.8554,288.6871,345.7853,357.377
199.673,289.5577,288.8916,343.8934,1.243383
199.673,289.5577,288.8916,343.8934,1.243383
200.3078,290.1737,289.2138,341.1589,5.22279
200.3078,290.1737,289.2138,341.1589,5.22279
200.8327,290.6815,289.6677,337.637,9.458822
201.1942,291.0858,290.1312,331.3538,11.71254
201.1942,291.0858,290.1312,331.3538,11.71254
201.5157,291.428,290.6534,324.3825,11.88889
201.5157,291.428,290.6534,324.3825,11.88889
201.5157,291.428,290.6534,324.3825,11.88889
201.5157,291.428,290.6534,324.3825,11.88889
201.9233,291.828,291.3036,317.5383,10.00058
201.9233,291.828,291.3036,317.5383,10.00058
201.9233,291.828,291.3036,317.5383,10.00058
202.4522,292.3549,292.0341,311.0139,6.143607
202.4522,292.3549,292.0341,311.0139,6.143607
203.0973,293.0145,292.78,304.8273,0.3564692
203.0973,293.0145,292.78,304.8273,0.3564692
203.0973,293.0145,292.78,304.8273,0.3564692
203.2508,293.2953,293.3358,303.6379,359.4815
203.2508,293.2953,293.3358,303.6379,359.4815
203.2508,293.2953,293.3358,303.6379,359.4815
203.3211,293.3903,293.7145,305.6075,1.889725
203.2834,293.3652,293.8769,309.2595,6.002465
203.2834,293.3652,293.8769,309.2595,6.002465
203.2834,293.3652,293.8769,309.2595,6.002465
203.1731,293.281,293.9103,314.3251,11.04724
203.1731,293.281,293.9103,314.3251,11.04724
203.1731,293.281,293.9103,314.3251,11.04724
203.0381,293.182,293.8681,320.4102,16.24303
203.0381,293.182,293.8681,320.4102,16.24303
203.0381,293.182,293.8681,320.4102,16.24303
202.8858,293.0974,293.9407,325.3853,19.85597
202.8858,293.0974,293.9407,325.3853,19.85597
202.8858,293.0974,293.9407,325.3853,19.85597
202.7887,293.0672,293.9883,330.0317,22.20792
202.7909,293.1122,294.0232,334.4361,23.60771
202.7909,293.1122,294.0232,334.4361,23.60771
202.8837,293.2244,294.0663,338.6223,24.31787
202.8837,293.2244,294.0663,338.6223,24.31787
203.7671,293.9481,294.4175,339.8307,21.11451
204.6018,294.6473,294.8224,336.3555,16.69558
204.6018,294.6473,294.8224,336.3555,16.69558
204.6018,294.6473,294.8224,336.3555,16.69558
204.6018,294.6473,294.8224,336.3555,16.69558
205.3893,295.3344,295.2673,331.9114,11.21798
205.3893,295.3344,295.2673,331.9114,11.21798
206.067,295.9468,295.7087,326.2911,4.669088
206.067,295.9468,295.7087,326.2911,4.669088
206.067,295.9468,295.7087,326.2911,4.669088
206.067,295.9468,295.7087,326.2911,4.669088
206.6315,296.4852,296.158,319.7683,357.1849
206.6315,296.4852,296.158,319.7683,357.1849
206.6315,296.4852,296.158,319.7683,357.1849
206.6315,296.4852,296.158,319.7683,357.1849
206.918,296.892,296.704,313.3897,350.2198
206.918,296.892,296.704,313.3897,350.2198
206.918,296.892,296.704,313.3897,350.2198
207.1788,297.2456,297.2356,307.4276,344.1029
207.7734,297.9268,298.1431,296.6901,333.1614
207.7734,297.9268,298.1431,296.6901,333.1614
208.1289,298.3022,298.586,291.8189,328.0024
208.1289,298.3022,298.586,291.8189,328.0024
208.1289,298.3022,298.586,291.8189,328.0024
208.4836,298.6221,298.7809,290.7861,327.1357
208.4836,298.6221,298.7809,290.7861,327.1357
208.4836,298.6221,298.7809,290.7861,327.1357
208.836,298.9026,298.9345,291.2035,327.85
208.836,298.9026,298.9345,291.2035,327.85
208.836,298.9026,298.9345,291.2035,327.85
209.0954,299.1112,299.0546,292.3668,329.5161
209.0954,299.1112,299.0546,292.3668,329.5161
209.0954,299.1112,299.0546,292.3668,329.5161
209.0954,299.1112,299.0546,292.3668,329.5161
209.2323,299.2285,299.1372,294.2111,332.0935
209.2323,299.2285,299.1372,294.2111,332.0935
209.2323,299.2285,299.1372,294.2111,332.0935
209.2323,299.2285,299.1372,294.2111,332.0935
209.2513,299.2535,299.1753,296.7677,335.485
209.9622,299.6429,299.3658,293.3467,331.7483
209.9622,299.6429,299.3658,293.3467,331.7483
209.9622,299.6429,299.3658,293.3467,331.7483
210.6989,300.1859,299.7535,290.1846,327.7079
210.6989,300.1859,299.7535,290.1846,327.7079
210.6989,300.1859,299.7535,290.1846,327.7079
210.6989,300.1859,299.7535,290.1846,327.7079
211.4359,300.8152,300.3266,286.3802,322.4401
211.4359,300.8152,300.3266,286.3802,322.4401
211.4359,300.8152,300.3266,286.3802,322.4401
212.1817,301.4915,301.0007,281.5335,315.746
212.1817,301.4915,301.0007,281.5335,315.746
212.1817,301.4915,301.0007,281.5335,315.746
212.1817,301.4915,301.0007,281.5335,315.746
212.9334,302.1915,301.7195,275.7708,308.0567
212.9334,302.1915,301.7195,275.7708,308.0567
212.9334,302.1915,301.7195,275.7708,308.0567
212.9334,302.1915,301.7195,275.7708,308.0567
212.5106,302.2863,302.0788,275.8769,308.3873
212.5106,302.2863,302.0788,275.8769,308.3873
212.5106,302.2863,302.0788,275.8769,308.3873
211.907,302.1032,302.1226,276.2902,309.3957
211.907,302.1032,302.1226,276.2902,309.3957
211.3109,301.79,301.8775,277.9946,311.9811
211.3109,301.79,301.8775,277.9946,311.9811
211.3109,301.79,301.8775,277.9946,311.9811
210.7931,301.4423,301.4905,281.4072,316.1913
210.7931,301.4423,301.4905,281.4072,316.1913
210.7931,301.4423,301.4905,281.4072,316.1913
210.3749,301.1083,301.0812,286.2375,321.1664
210.3749,301.1083,301.0812,286.2375,321.1664
210.3749,301.1083,301.0812,286.2375,321.1664
211.4223,301.4864,301.4486,285.0504,319.3143
211.4223,301.4864,301.4486,285.0504,319.3143
211.4223,301.4864,301.4486,285.0504,319.3143
212.4478,301.999,302.0416,283.9662,317.6261
212.4478,301.999,302.0416,283.9662,317.6261
212.4478,301.999,302.0416,283.9662,317.6261
213.312,302.549,302.6534,282.0132,315.3593
213.312,302.549,302.6534,282.0132,315.3593
213.312,302.549,302.6534,282.0132,315.3593
213.967,303.0945,303.1982,278.8799,312.1877
213.967,303.0945,303.1982,278.8799,312.1877
213.967,303.0945,303.1982,278.8799,312.1877
214.4629,303.6227,303.694,274.86,308.1462
214.4629,303.6227,303.694,274.86,308.1462
214.8021,303.979,304.0166,275.1188,308.92
214.8021,303.979,304.0166,275.1188,308.92
215.0768,304.2742,304.2795,274.8695,309.2796
215.0768,304.2742,304.2795,274.8695,309.2796
215.3538,304.5691,304.5327,274.6443,309.66
215.3538,304.5691,304.5327,274.6443,309.66
215.3538,304.5691,304.5327,274.6443,309.66
215.6389,304.8844,304.7939,275.0886,310.789
215.6389,304.8844,304.7939,275.0886,310.789
215.934,305.2274,305.0762,276.2233,312.6942
215.934,305.2274,305.0762,276.2233,312.6942
215.4699,305.1941,305.0367,279.7477,317.3418
215.4699,305.1941,305.0367,279.7477,317.3418
215.4699,305.1941,305.0367,279.7477,317.3418
215.0744,305.0472,304.9676,285.1812,324.0722
215.0744,305.0472,304.9676,285.1812,324.0722
214.7334,304.8158,304.8105,291.9531,331.8756
214.7334,304.8158,304.8105,291.9531,331.8756
214.7334,304.8158,304.8105,291.9531,331.8756
214.4324,304.546,304.5837,299.7267,340.048
214.4324,304.546,304.5837,299.7267,340.048
214.1572,304.2756,304.3367,308.2263,348.131
214.1572,304.2756,304.3367,308.2263,348.131
214.8839,304.5178,304.3668,316.4753,354.6973
214.8839,304.5178,304.3668,316.4753,354.6973
215.7127,304.9587,304.5627,323.9146,359.5637
215.7127,304.9587,304.5627,323.9146,359.5637
215.7127,304.9587,304.5627,323.9146,359.5637
216.4689,305.4936,304.9394,330.6548,3.292236
216.4689,305.4936,304.9394,330.6548,3.292236
217.1249,306.0556,305.4246,336.8262,6.231782
217.1249,306.0556,305.4246,336.8262,6.231782
217.7083,306.6144,305.9585,342.6201,8.566397
217.7083,306.6144,305.9585,342.6201,8.566397
217.2289,307.0206,306.7641,335.5404,3.762756
217.2289,307.0206,306.7641,335.5404,3.762756
217.2289,307.0206,306.7641,335.5404,3.762756
217.1788,307.2303,307.1781,331.3025,0.7322158
217.1788,307.2303,307.1781,331.3025,0.7322158
217.1788,307.2303,307.1781,331.3025,0.7322158
217.3141,307.496,307.5766,326.6291,357.2123
217.3141,307.496,307.5766,326.6291,357.2123
217.3141,307.496,307.5766,326.6291,357.2123
217.3141,307.496,307.5766,326.6291,357.2123
217.591,307.8187,307.9674,321.7873,353.336
217.591,307.8187,307.9674,321.7873,353.336
217.9505,308.1777,308.3324,317.4965,349.8026
217.9505,308.1777,308.3324,317.4965,349.8026
218.3029,308.5015,308.6066,314.0636,346.9853
218.3029,308.5015,308.6066,314.0636,346.9853
218.3029,308.5015,308.6066,314.0636,346.9853
218.3029,308.5015,308.6066,314.0636,346.9853
218.6181,308.7596,308.7975,310.9868,344.4689
218.6181,308.7596,308.7975,310.9868,344.4689
218.8675,308.9447,308.9229,307.9609,342.0499
219.0344,309.0593,308.9939,304.8974,339.6488
219.0344,309.0593,308.9939,304.8974,339.6488
219.9663,309.5663,309.1836,300.9429,336.1209
219.9663,309.5663,309.1836,300.9429,336.1209
220.9157,310.207,309.4861,295.6298,331.1144
220.9157,310.207,309.4861,295.6298,331.1144
221.7749,310.8998,309.9494,289.0858,325.0378
221.7749,310.8998,309.9494,289.0858,325.0378
222.5344,311.5891,310.5135,281.4317,318.2738
222.5344,311.5891,310.5135,281.4317,318.2738
223.2083,312.2432,311.1191,272.8629,311.2505
222.5957,312.1486,311.4897,272.8718,311.4726
221.6391,311.6285,311.4384,272.8699,312.1697
220.6724,310.9151,311.0929,274.0984,313.9992
220.6724,310.9151,311.0929,274.0984,313.9992
219.7742,310.1505,310.6165,277.0845,317.071
219.7742,310.1505,310.6165,277.0845,317.071
218.9677,309.4186,310.1241,281.5806,321.0679
218.9677,309.4186,310.1241,281.5806,321.0679
217.8866,308.5939,309.7175,287.1521,325.5859
217.8866,308.5939,309.7175,287.1521,325.5859
216.948,307.8021,309.2917,293.9238,330.9134
216.948,307.8021,309.2917,293.9238,330.9134
216.1828,307.0786,308.7948,301.1541,336.6633
215.537,306.4241,308.2659,308.3984,342.5532
215.537,306.4241,308.2659,308.3984,342.5532
214.9648,305.8266,307.7421,315.4233,348.4217
214.9648,305.8266,307.7421,315.4233,348.4217
214.7386,305.3985,307.1117,323.11,354.691
214.464,304.9901,306.4951,330.5066,0.8188024
214.1213,304.5684,305.9665,337.5744,6.731662
214.1213,304.5684,305.9665,337.5744,6.731662
213.7357,304.1295,305.4963,344.3131,12.44989
213.7357,304.1295,305.4963,344.3131,12.44989
213.7357,304.1295,305.4963,344.3131,12.44989
213.3207,303.6752,305.0595,350.7633,18.00751
213.3207,303.6752,305.0595,350.7633,18.00751
213.3207,303.6752,305.0595,350.7633,18.00751
213.3207,303.6752,305.0595,350.7633,18.00751
